No.,Nomor,Tanggal,Jenis Barang,Jml Barang,Satuan,Jns Pengguna,Nama Pengguna,Jns Identitas,No Identitas,Alamat
915,000101,04 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","156,00",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
916,000093,04 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","780,00",liter,Pengusaha TPE,MENTARI TOKO,KTP,000000000000000,PALANGKA RAYA
917,000093,04 Jan 2020,"DRUM @350 ml, kadar 43%","42,00",liter,Pengusaha TPE,MENTARI TOKO,KTP,000000000000000,PALANGKA RAYA
918,000092,04 Jan 2020,"Iceland Citrus @700 ml, kadar 40%","8,40",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
919,000092,04 Jan 2020,"DRUM @700 ml, kadar 43%","42,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
920,000092,04 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","744,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
921,000092,04 Jan 2020,"DRUM @350 ml, kadar 43%","42,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
922,000091,04 Jan 2020,"GUINNESS @320 ml, kadar 4.9%","153,60",liter,Pengusaha TPE,PAK DONI,KTP,null,PALANGKARAYA
923,000083,04 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","744,00",liter,Pengusaha TPE,DELLA,KTP,000000000000000,PALANGKA RAYA
924,000083,04 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","60,00",liter,Pengusaha TPE,DELLA,KTP,000000000000000,PALANGKA RAYA
925,000083,04 Jan 2020,"DRUM @350 ml, kadar 43%","42,00",liter,Pengusaha TPE,DELLA,KTP,000000000000000,PALANGKA RAYA
926,000083,04 Jan 2020,"Mixmax Anggur Merah @275 ml, kadar 4.8%","9,90",liter,Pengusaha TPE,DELLA,KTP,000000000000000,PALANGKA RAYA
927,000083,04 Jan 2020,ANGGUR PREMIUM,"1,86",liter,Pengusaha TPE,DELLA,KTP,000000000000000,PALANGKA RAYA
928,000083,04 Jan 2020,"ANGGUR KOLESOM MEREK ORANG TUA @620 ml, kadar 19.7%","37,20",liter,Pengusaha TPE,DELLA,KTP,000000000000000,PALANGKA RAYA
929,000082,04 Jan 2020,"Guinness @620 ml, kadar 5%","7,44",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
930,000080,04 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","15,60",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
931,000080,04 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","23,40",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
932,000080,04 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","22,32",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
933,000076,04 Jan 2020,"DRUM @350 ml, kadar 43%","21,00",liter,Pengusaha TPE,NOVEN,KTP,000000000000000,PALANGKA RAYA
934,000075,04 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","1.170,00",liter,Pengusaha TPE,ROBI,KTP,000000000000000,PALANGKARAYA
935,000074,04 Jan 2020,"SINGARAJA @620 ml, kadar 4.8%","3.348,00",liter,Pengusaha TPE,UD RAZIKIN,KTP,000000000000000,PALANGKA RAYA
936,000073,04 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","78,00",liter,Pengusaha TPE,GEBIORA 2,KTP,000000000000000,PALANGKA RAYA
937,000073,04 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","111,60",liter,Pengusaha TPE,GEBIORA 2,KTP,000000000000000,PALANGKA RAYA
938,000073,04 Jan 2020,"Prost @620 ml, kadar 4.8%","14,88",liter,Pengusaha TPE,GEBIORA 2,KTP,000000000000000,PALANGKA RAYA
939,000072,04 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","52,08",liter,Pengusaha TPE,KARYA MANDIRI,KTP,000000000000000,PALANGKARAYA
940,000072,04 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","109,20",liter,Pengusaha TPE,KARYA MANDIRI,KTP,000000000000000,PALANGKARAYA
941,000072,04 Jan 2020,"Zirca ( Melon ) @700 ml, kadar 19.7%","0,70",liter,Pengusaha TPE,KARYA MANDIRI,KTP,000000000000000,PALANGKARAYA
942,000072,04 Jan 2020,"Prost @620 ml, kadar 4.8%","14,88",liter,Pengusaha TPE,KARYA MANDIRI,KTP,000000000000000,PALANGKARAYA
943,000071,03 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","223,20",liter,Pengusaha TPE,BERDIKARI,KTP,null,PALANGKARAYA
944,000071,03 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","312,00",liter,Pengusaha TPE,BERDIKARI,KTP,null,PALANGKARAYA
945,000071,03 Jan 2020,"Prost @620 ml, kadar 4.8%","52,08",liter,Pengusaha TPE,BERDIKARI,KTP,null,PALANGKARAYA
946,000070,03 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","372,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
947,000070,03 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","156,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
948,000070,03 Jan 2020,"Newport @650 ml, kadar 20%","78,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
949,000070,03 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","390,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
950,000070,03 Jan 2020,"MIXMAX BLUEBERRY @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
951,000070,03 Jan 2020,"MIXMAX CRANBERRY @275 ml, kadar 4.8%","9,90",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
952,000070,03 Jan 2020,"Zirca (Blue Curacao) @700 ml, kadar 19.7%","2,10",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
953,000070,03 Jan 2020,"Zirca (Triple Sec) @700 ml, kadar 40%","4,20",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
954,000070,03 Jan 2020,"Asoka @250 ml, kadar 14.7%","60,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
955,000070,03 Jan 2020,"DRUM @350 ml, kadar 43%","4,20",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
956,000070,03 Jan 2020,"Prost @500 ml, kadar 4.8%","12,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
957,000070,03 Jan 2020,"ANGGUR KOLESOM MEREK ORANG TUA @620 ml, kadar 19.7%","7,44",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
958,000070,03 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","33,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
959,000070,03 Jan 2020,"MIXMAX COCKTAIL @275 ml, kadar 4.8%","9,90",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
960,000070,03 Jan 2020,"Mixmax Anggur Merah @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
961,000070,03 Jan 2020,"MIXMAX CLASSIC @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
962,000070,03 Jan 2020,"MIXMAX ICE GLACIER @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
963,000064,03 Jan 2020,"GUINNESS @320 ml, kadar 4.9%","23,04",liter,Pengusaha TPE,RENDI,KTP,000000000000000,PALANGKARAYA
964,000063,03 Jan 2020,"MIXMAX BLUEBERRY @275 ml, kadar 4.8%","33,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
965,000063,03 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","33,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
966,000063,03 Jan 2020,"MIXMAX ICE GLACIER @275 ml, kadar 4.8%","16,50",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
967,000063,03 Jan 2020,"MIXMAX COCKTAIL @275 ml, kadar 4.8%","16,50",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
968,000063,03 Jan 2020,"MIXMAX CLASSIC @275 ml, kadar 4.8%","33,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
969,000061,03 Jan 2020,"Iceland Vodka Orange @700 ml, kadar 40%","1,40",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
970,000061,03 Jan 2020,"ICELAND @350 ml, kadar 40%","8,40",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
971,000061,03 Jan 2020,"DRUM @350 ml, kadar 43%","12,60",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
972,000060,03 Jan 2020,"DRUM @350 ml, kadar 43%","21,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
973,000060,03 Jan 2020,"Mixmax Anggur Merah @275 ml, kadar 4.8%","16,50",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
974,000060,03 Jan 2020,"GILBEY'S BERAROMA GIN @700 ml, kadar 45%","16,80",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
975,000059,03 Jan 2020,"Asoka @250 ml, kadar 14.7%","6,00",liter,Pengusaha TPE,JORDAN,KTP,000000000000000,PALANGKA RAYA
976,000059,03 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","46,80",liter,Pengusaha TPE,JORDAN,KTP,000000000000000,PALANGKA RAYA
977,000059,03 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","29,76",liter,Pengusaha TPE,JORDAN,KTP,000000000000000,PALANGKA RAYA
978,000059,03 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","39,00",liter,Pengusaha TPE,JORDAN,KTP,000000000000000,PALANGKA RAYA
979,000058,03 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","78,00",liter,Pengusaha TPE,SEDERHANA TOKO,KTP,000000000000000,JL.SANGGA BUANA
980,000057,03 Jan 2020,"Asoka @250 ml, kadar 14.7%","12,00",liter,Pengusaha TPE,USAHA JARI,KTP,000000000000000,PALANGKA RAYA
981,000057,03 Jan 2020,"Asoka @250 ml, kadar 14.7%","30,00",liter,Pengusaha TPE,USAHA JARI,KTP,000000000000000,PALANGKA RAYA
982,000057,03 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","78,00",liter,Pengusaha TPE,USAHA JARI,KTP,000000000000000,PALANGKA RAYA
983,000056,03 Jan 2020,"ICELAND @700 ml, kadar 43%","42,00",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
984,000056,03 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","186,00",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
985,000056,03 Jan 2020,"Iceland Citrus @700 ml, kadar 40%","8,40",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
986,000056,03 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","195,00",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
987,000056,03 Jan 2020,"BLACK JACK @275 ml, kadar 4.8%","16,50",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
988,000056,03 Jan 2020,"MIXMAX CRANBERRY @275 ml, kadar 4.8%","16,50",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
989,000056,03 Jan 2020,"DRUM @250 ml, kadar 43%","9,00",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
990,000056,03 Jan 2020,"GILBEY'S DISTILLER'S BLEND-WHISKY @700 ml, kadar 43%","8,40",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
991,000056,03 Jan 2020,"Asoka @250 ml, kadar 14.7%","150,00",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
992,000056,03 Jan 2020,"Asoka @250 ml, kadar 14.7%","30,00",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
993,000056,03 Jan 2020,"ANGGUR KOLESOM MEREK ORANG TUA @620 ml, kadar 14.7%","37,20",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
994,000056,03 Jan 2020,"ANGGUR KOLESOM MEREK ORANG TUA @620 ml, kadar 19.7%","37,20",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
995,000056,03 Jan 2020,"DRUM @700 ml, kadar 43%","42,00",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
996,000056,03 Jan 2020,"DRUM @350 ml, kadar 43%","21,00",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
997,000056,03 Jan 2020,"Iceland Vodka Orange @700 ml, kadar 40%","8,40",liter,Pengusaha TPE,LESTARI,KTP,000000000000000,PALANGKARAYA
998,000047,03 Jan 2020,"Prost @620 ml, kadar 4.8%","186,00",liter,Pengusaha TPE,CV. INDU ROMI,KTP,null,PALANGKA RAYA
999,000047,03 Jan 2020,"Asoka @250 ml, kadar 14.7%","300,00",liter,Pengusaha TPE,CV. INDU ROMI,KTP,null,PALANGKA RAYA
1000,000047,03 Jan 2020,"Prost @500 ml, kadar 4.8%","72,00",liter,Pengusaha TPE,CV. INDU ROMI,KTP,null,PALANGKA RAYA
1001,000041,02 Jan 2020,"Asoka @250 ml, kadar 14.7%","150,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
1002,000041,02 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","744,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
1003,000040,02 Jan 2020,"Newport @650 ml, kadar 20%","390,00",liter,Pengusaha TPE,MENTARI TOKO,KTP,000000000000000,PALANGKA RAYA
1004,000040,02 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","780,00",liter,Pengusaha TPE,MENTARI TOKO,KTP,000000000000000,PALANGKA RAYA
1005,000037,02 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","74,40",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
1006,000036,02 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","390,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
1007,000036,02 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","312,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
1008,000036,02 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","297,60",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
1009,000036,02 Jan 2020,"Newport @650 ml, kadar 20%","156,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
1010,000034,02 Jan 2020,"Anggur Ketan Hitam @600 ml, kadar 12%","14,40",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
1011,000034,02 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","60,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
1012,000034,02 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","60,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
1013,000034,02 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","9,90",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
1014,000034,02 Jan 2020,"Asoka @250 ml, kadar 14.7%","60,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
1015,000034,02 Jan 2020,"DRUM @250 ml, kadar 43%","15,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
1016,000034,02 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","780,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
1017,000034,02 Jan 2020,"ANGGUR KOLESOM MEREK ORANG TUA @620 ml, kadar 19.7%","14,88",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
1018,000034,02 Jan 2020,"BERAS KENCUR MEREK ORANG TUA @620 ml, kadar 14.7%","7,44",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
1019,000034,02 Jan 2020,"Mixmax Anggur Merah @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
1020,000034,02 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","744,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
1021,000034,02 Jan 2020,"Newport @650 ml, kadar 20%","117,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
1022,000034,02 Jan 2020,"Topi Miring Piala Mas @250 ml, kadar 19.7%","60,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
1023,000032,02 Jan 2020,"ICELAND @700 ml, kadar 43%","42,00",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
1024,000032,02 Jan 2020,"ICELAND @500 ml, kadar 40%","30,00",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
1025,000032,02 Jan 2020,"Anggur Ketan Hitam @600 ml, kadar 12%","36,00",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
1026,000032,02 Jan 2020,"ICELAND @350 ml, kadar 40%","21,00",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
1027,000030,02 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","78,00",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
1028,000030,02 Jan 2020,"Topi Miring Piala Mas @250 ml, kadar 19.7%","30,00",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
1029,000025,02 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","74,40",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
1030,000025,02 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","78,00",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
1031,000025,02 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","39,00",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
1032,000025,02 Jan 2020,"MIXMAX CRANBERRY @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
1033,000025,02 Jan 2020,"Mix Max Rock A Guava @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
1034,000025,02 Jan 2020,"MIXMAX ICE GLACIER @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
1035,000025,02 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
1036,000025,02 Jan 2020,"MIXMAX CLASSIC @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
1037,000025,02 Jan 2020,"MIXMAX COCKTAIL @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
1038,000025,02 Jan 2020,"Asoka @250 ml, kadar 14.7%","12,00",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
1039,000022,02 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","111,60",liter,Pengusaha TPE,NOVEN,KTP,000000000000000,PALANGKA RAYA
1040,000021,02 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","186,00",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
1041,000021,02 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","195,00",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
1042,000021,02 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","78,00",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
1043,000019,02 Jan 2020,"Asoka @250 ml, kadar 14.7%","6,00",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
1044,000019,02 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","39,00",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
1045,000017,02 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","39,00",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
1046,000017,02 Jan 2020,"Newport Blue @650 ml, kadar 20%","39,00",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
1047,000017,02 Jan 2020,"Asoka @250 ml, kadar 14.7%","6,00",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
1048,000016,02 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,SURYA INDAH,KTP,000000000000000,PALANGKA RAYA
1049,000016,02 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","12,00",liter,Pengusaha TPE,SURYA INDAH,KTP,000000000000000,PALANGKA RAYA
1050,000016,02 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","12,00",liter,Pengusaha TPE,SURYA INDAH,KTP,000000000000000,PALANGKA RAYA
1051,000016,02 Jan 2020,"MIXMAX COCKTAIL @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,SURYA INDAH,KTP,000000000000000,PALANGKA RAYA
1052,000015,02 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","15,60",liter,Pengusaha TPE,LAURA TOKO,KTP,000000000000000,PALANGKARAYA
1053,000015,02 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","29,76",liter,Pengusaha TPE,LAURA TOKO,KTP,000000000000000,PALANGKARAYA
1054,000015,02 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","31,20",liter,Pengusaha TPE,LAURA TOKO,KTP,000000000000000,PALANGKARAYA
